ID,Language,Explanation,Key_Concept,Mnemonic,Review_Status,Reviewer_Comments
26,UK,"Німеччина є ""демократичною та соціальною федеративною державою"". Це закріплено в Основному Законі (Grundgesetz), її конституції. ""Демократична"" означає, що народ має владу, яку здійснює через обраних представників. ""Соціальна"" стосується зобов'язання Німеччини щодо соціальної справедливості та добробуту, таких як охорона здоров'я та допомога по безробіттю. ""Федеративна"" означає, що влада розподілена між центральним урядом та окремими землями (Länder). Ця система виникла після Другої світової війни, відкинувши минулий авторитаризм та прийнявши демократичні цінності.","Це питання перевіряє знання основної політичної структури Німеччини та її основних принципів як демократичної, соціальної та федеративної республіки.","ДеСоФе: Демократична, Соціальна, Федеративна. Уявіть собі ""СоФе"" (диван), де зручно сидить Демократія.",,
26,AR,"ألمانيا ""دولة اتحادية ديمقراطية واجتماعية"". هذا منصوص عليه في القانون الأساسي (Grundgesetz)، دستورها. ""ديمقراطية"" تعني أن الشعب يملك السلطة، ويمارسها من خلال ممثلين منتخبين. ""اجتماعية"" تشير إلى التزام ألمانيا بالعدالة الاجتماعية والرفاهية، مثل الرعاية الصحية وإعانات البطالة. ""اتحادية"" تعني أن السلطة مقسمة بين حكومة مركزية والولايات الفردية (Länder). نشأ هذا النظام بعد الحرب العالمية الثانية، رافضًا السلطوية السابقة ومتبنيًا القيم الديمقراطية.",هذا السؤال يختبر معرفة الهيكل السياسي الأساسي لألمانيا ومبادئه الأساسية كجمهورية ديمقراطية واجتماعية واتحادية.,"DeSoFe: ديمقراطية، اجتماعية، اتحادية. تخيل ""SoFe"" (أريكة) حيث تجلس الديمقراطية بشكل مريح.",,
27,EN,"Germany is a ""Bundesstaat,"" or federal state. This means power is divided between a central federal government and individual states (Länder).  This structure is enshrined in Germany's Basic Law (Grundgesetz).  Think of the United States as another example of a federal republic.  Each ""Land"" has its own parliament and government, responsible for areas like education and police.  The federal government handles national defense, foreign policy, and currency.  This system ensures regional diversity and prevents excessive centralization of power.","This question tests your understanding of Germany's political system and its core principle of federalism, the division of power between the federal government and the states (Länder).","Think B for ""Bundesstaat"" and B for ""Basic Law"" (Grundgesetz), which establishes Germany's federal structure.",,
27,DE,"Deutschland ist ein Bundesstaat. Das bedeutet, die Macht ist zwischen einer zentralen Bundesregierung und den einzelnen Bundesländern aufgeteilt. Diese Struktur ist im Grundgesetz verankert. Jedes Bundesland hat ein eigenes Parlament und eine eigene Regierung, die für Bereiche wie Bildung und Polizei zuständig sind. Die Bundesregierung kümmert sich um Landesverteidigung, Außenpolitik und Währung. Dieses System gewährleistet regionale Vielfalt und verhindert eine übermäßige Zentralisierung der Macht.","Diese Frage testet Ihr Verständnis des politischen Systems Deutschlands und seines Kernprinzips des Föderalismus, der Gewaltenteilung zwischen Bund und Ländern.","B wie ""Bundesstaat"" und B wie ""Bundesrepublik"".",,
27,TR,"Almanya bir ""Bundesstaat"" yani federal devlettir. Bu, gücün merkezi bir federal hükümet ve bireysel eyaletler (Länder) arasında bölündüğü anlamına gelir. Bu yapı, Almanya'nın Temel Yasası'nda (Grundgesetz) yer almaktadır. Amerika Birleşik Devletleri'ni de federal bir cumhuriyet örneği olarak düşünebilirsiniz. Her ""Land""'ın, eğitim ve polis gibi alanlardan sorumlu kendi parlamentosu ve hükümeti vardır. Federal hükümet, milli savunma, dış politika ve para birimiyle ilgilenir. Bu sistem, bölgesel çeşitliliği sağlar ve aşırı güç merkezileşmesini önler.","Bu soru, Almanya'nın siyasi sistemini ve federalizmin temel ilkesini, yani federal hükümet ile eyaletler (Länder) arasındaki güç bölünmesini anlamanızı test eder.","B harfini ""Bundesstaat"" ve ""Temel Yasa"" (Grundgesetz) için düşünün, bu da Almanya'nın federal yapısını oluşturur.",,
27,UK,"Німеччина є ""Bundesstaat"", або федеративною державою. Це означає, що влада поділена між центральним федеральним урядом та окремими землями (Länder). Ця структура закріплена в Основному Законі Німеччини (Grundgesetz).  У кожної ""землі"" є свій парламент та уряд, відповідальні за такі сфери, як освіта та поліція. Федеральний уряд займається національною обороною, зовнішньою політикою та валютою. Ця система забезпечує регіональне різноманіття та запобігає надмірній централізації влади.","Це питання перевіряє ваше розуміння політичної системи Німеччини та її основного принципу федералізму, розподілу влади між федеральним урядом та землями (Länder).","B як ""Bundesstaat"" та B як ""Basic Law"" (Grundgesetz), що встановлює федеральну структуру Німеччини.",,
27,AR,"ألمانيا هي ""Bundesstaat""، أو دولة اتحادية. هذا يعني أن السلطة مقسمة بين حكومة اتحادية مركزية والولايات الفردية (Länder).  هذا الهيكل مكرس في القانون الأساسي الألماني (Grundgesetz). فكر في الولايات المتحدة كمثال آخر على جمهورية اتحادية. لكل ""ولاية"" برلمانها وحكومتها الخاصة، المسؤولة عن مجالات مثل التعليم والشرطة. تتعامل الحكومة الفيدرالية مع الدفاع الوطني والسياسة الخارجية والعملة. هذا النظام يضمن التنوع الإقليمي ويمنع المركزية المفرطة للسلطة.",هذا السؤال يختبر فهمك للنظام السياسي الألماني ومبدأه الأساسي المتمثل في الفيدرالية، أي تقسيم السلطة بين الحكومة الفيدرالية والولايات (Länder).,"فكر في حرف B لـ ""Bundesstaat"" وحرف B لـ ""القانون الأساسي"" (Grundgesetz)، الذي يؤسس الهيكل الفيدرالي لألمانيا.",,
28,EN,"In Germany, the eligible voting population (das wahlberechtigte Volk) elects the members of the Bundestag, the German federal parliament. This is a cornerstone of German democracy, enshrined in the Basic Law (Grundgesetz), specifically Article 38, which states that members of the Bundestag are elected in general, direct, free, equal, and secret elections.  This reflects the principle of popular sovereignty, where power resides in the people.  Germany's history has shown the dangers of non-democratic rule, making free and fair elections a particularly valued aspect of modern German society.","This question tests the concept of democratic elections and popular sovereignty, fundamental principles of the German political system. It emphasizes the right and responsibility of eligible citizens to choose their representatives in parliament.","Think ""Volk choose Bundestag"" (Volk sounds like vote).",,
28,DE,"In Deutschland wählt das wahlberechtigte Volk die Abgeordneten des Bundestages.  Dies ist ein Grundpfeiler der deutschen Demokratie und im Grundgesetz, Artikel 38, verankert. Dort heißt es, dass die Abgeordneten in allgemeiner, unmittelbarer, freier, gleicher und geheimer Wahl gewählt werden.  Das Prinzip der Volkssouveränität, nach dem die Macht vom Volk ausgeht, wird hier deutlich. Die deutsche Geschichte hat die Gefahren undemokratischer Herrschaft gezeigt, weshalb freie und faire Wahlen in der modernen deutschen Gesellschaft besonders geschätzt werden.","Diese Frage prüft das Konzept der demokratischen Wahlen und der Volkssouveränität, Grundprinzipien des deutschen politischen Systems. Sie betont das Recht und die Pflicht der wahlberechtigten Bürger, ihre Vertreter im Parlament zu wählen.","Denken Sie an ""Volk wählt Bundestag"" (Volk klingt wie Wahl).",,
28,TR,"Almanya'da, Bundestag üyelerini seçme hakkı 'seçme hakkına sahip halk'a (das wahlberechtigte Volk) aittir. Bu, Alman demokrasisinin temel taşıdır ve Temel Yasa (Grundgesetz), özellikle 38. Madde'de yer almaktadır. Bu madde, Bundestag üyelerinin genel, doğrudan, özgür, eşit ve gizli oyla seçildiğini belirtir. Bu durum, gücün halkta olduğu halk egemenliği ilkesini yansıtır. Almanya'nın tarihi, demokratik olmayan yönetimlerin tehlikelerini göstermiştir ve bu nedenle özgür ve adil seçimler, modern Alman toplumunun özellikle değer verdiği bir yönüdür.","Bu soru, Alman siyasi sisteminin temel prensipleri olan demokratik seçimler ve halk egemenliği kavramını test eder. Seçme hakkına sahip vatandaşların parlamentodaki temsilcilerini seçme hakkını ve sorumluluğunu vurgular.","Halk Bundestag'ı seçer: ""Volk Bundestag'ı seçer"" (Volk, oy vermek gibi geliyor).",,
28,UK,"У Німеччині депутатів Бундестагу обирає населення, яке має право голосу (das wahlberechtigte Volk). Це є основою німецької демократії, закріпленою в Основному законі (Grundgesetz), зокрема у статті 38, яка говорить, що депутати Бундестагу обираються на загальних, прярих, вільних, рівних та таємних виборах. Це відображає принцип народного суверенітету, згідно з яким влада належить народу. Історія Німеччини показала небезпеку недемократичного правління, що робить вільні та чесні вибори особливо цінним аспектом сучасного німецького суспільства.","Це питання перевіряє концепцію демократичних виборів та народного суверенітету, фундаментальних принципів німецької політичної системи.  Воно підкреслює право та обов'язок громадян, які мають право голосу, обирати своїх представників у парламенті.","Запам'ятайте ""Das Wahlberechtigte Volk wählt den Bundestag"" (Volk - народ).",,
28,AR,في ألمانيا، ينتخب الشعب الذي يحق له التصويت (das wahlberechtigte Volk) أعضاء البوندستاغ، البرلمان الاتحادي الألماني. هذا حجر الزاوية في الديمقراطية الألمانية، المنصوص عليه في القانون الأساسي (Grundgesetz)، وتحديداً في المادة 38، التي تنص على أن أعضاء البوندستاغ يُنتخبون في انتخابات عامة ومباشرة وحرة ومتساوية وسرية.  هذا يعكس مبدأ سيادة الشعب، حيث تكمن السلطة في الشعب. لقد أظهر تاريخ ألمانيا مخاطر الحكم غير الديمقراطي، مما يجعل الانتخابات الحرة والنزيهة جانباً ذا قيمة خاصة في المجتمع الألماني الحديث.,هذا السؤال يختبر مفهوم الانتخابات الديمقراطية وسيادة الشعب، وهما مبدآن أساسيان في النظام السياسي الألماني. وهو يؤكد على حق ومسؤولية المواطنين المؤهلين في اختيار ممثليهم في البرلمان.,"تذكر ""الشعب ينتخب البوندستاغ"" (Volk تُشبه كلمة التصويت).",,
29,EN,"The correct answer is B, Adler (Eagle). The eagle is the national symbol of Germany, representing strength, freedom, and sovereignty.  It has been used as a symbol of German states for centuries, dating back to Charlemagne.  The current design, the *Bundesadler* (Federal Eagle), was adopted in 1950 and is based on a historical design.  It is featured on official documents, coins, and the federal flag.  This symbol is important for German national identity and represents the unity of the country.",This question tests knowledge of German national symbols and their significance in representing the country's identity and legal framework.  Understanding these symbols is crucial for integration into German society.,"Think of the German word for eagle, ""Adler,"" and imagine an eagle soaring above the Alps.  This connects the symbol to Germany's landscape and emphasizes its powerful imagery.",,
29,DE,"Die richtige Antwort ist B, Adler. Der Adler ist das deutsche Nationalsymbol und steht für Stärke, Freiheit und Souveränität. Er wird seit Jahrhunderten als Symbol deutscher Staaten verwendet, seit der Zeit Karls des Großen. Das aktuelle Design, der Bundesadler, wurde 1950 übernommen und basiert auf einem historischen Vorbild. Er ist auf offiziellen Dokumenten, Münzen und der Bundesflagge abgebildet. Dieses Symbol ist wichtig für die deutsche nationale Identität und repräsentiert die Einheit des Landes.",Diese Frage testet das Wissen über deutsche Nationalsymbole und ihre Bedeutung für die Repräsentation der Identität und des Rechtsrahmens des Landes. Das Verständnis dieser Symbole ist entscheidend für die Integration in die deutsche Gesellschaft.,"Denken Sie an das deutsche Wort für Adler und stellen Sie sich einen Adler vor, der über den Alpen schwebt. Dies verbindet das Symbol mit der deutschen Landschaft und betont seine kraftvolle Bildsprache.",,
29,TR,"Doğru cevap B, Adler (Kartal). Kartal, Almanya'nın ulusal simgesidir ve gücü, özgürlüğü ve egemenliği temsil eder. Yüzyıllardır, Şarlman döneminden beri Alman devletlerinin simgesi olarak kullanılmıştır. Mevcut tasarım olan Bundesadler (Federal Kartal), 1950'de kabul edilmiş olup tarihi bir tasarıma dayanmaktadır. Resmi belgelerde, madeni paralarda ve federal bayrakta yer almaktadır. Bu sembol, Alman ulusal kimliği için önemlidir ve ülkenin birliğini temsil eder.","Bu soru, Alman ulusal sembollerini ve ülkenin kimliğini ve yasal çerçevesini temsil etmedeki önemlerini bilmeyi test eder. Bu sembolleri anlamak, Alman toplumuna entegrasyon için çok önemlidir.","Kartal kelimesinin Almancası olan ""Adler"" kelimesini düşünün ve Alpler'in üzerinde yükselen bir kartal hayal edin. Bu, sembolü Almanya'nın manzarasına bağlar ve güçlü görüntüsünü vurgular.",,
29,UK,"Правильна відповідь B, Adler (Орел). Орел є національним символом Німеччини, що представляє силу, свободу та суверенітет. Він використовувався як символ німецьких держав протягом століть, починаючи з часів Карла Великого. Сучасний дизайн, Bundesadler (Федеральний Орел), був прийнятий у 1950 році та базується на історичному дизайні. Він зображений на офіційних документах, монетах та федеральному прапорі. Цей символ важливий для німецької національної ідентичності та представляє єдність країни.",Це питання перевіряє знання німецьких національних символів та їх значення у представленні ідентичності та правової бази країни. Розуміння цих символів є важливим для інтеграції в німецьке суспільство.,"Уявіть собі німецьке слово для орла, ""Adler"", та уявіть орла, що ширяє над Альпами. Це пов'язує символ з ландшафтом Німеччини та підкреслює його потужний образ.",,
29,AR,الإجابة الصحيحة هي B، Adler (النسر). النسر هو الرمز الوطني لألمانيا، ويمثل القوة والحرية والسيادة.  وقد استخدم كرمز للدول الألمانية لعدة قرون، ويعود تاريخه إلى عهد شارلمان. تم اعتماد التصميم الحالي، Bundesadler (النسر الاتحادي)، في عام 1950 ويستند إلى تصميم تاريخي. يظهر على الوثائق الرسمية والعملات المعدنية والعلم الاتحادي. هذا الرمز مهم للهوية الوطنية الألمانية ويمثل وحدة البلاد.,يختبر هذا السؤال معرفة الرموز الوطنية الألمانية وأهميتها في تمثيل هوية البلاد وإطارها القانوني. فهم هذه الرموز أمر بالغ الأهمية للاندماج في المجتمع الألماني.,"فكر في الكلمة الألمانية للنسر ""Adler""، وتخيل نسرًا يحلق فوق جبال الألب. هذا يربط الرمز بمشهد ألمانيا ويؤكد على صورته القوية.",,
30,EN,"Censorship is the suppression of speech, public communication, or other information.  In a democracy, the government does not control what citizens can say or access.  Germany's Basic Law (Grundgesetz), especially Article 5, protects freedom of expression and specifically prohibits censorship.  Historically, censorship was a tool of oppression in Germany, particularly during the Nazi regime.  Therefore, censorship is incompatible with democratic values.","This question tests the understanding of fundamental democratic principles, specifically the importance of free press and the absence of censorship in a democratic society.","Think ""Free Press, No Stress"" to remember that a free press (without censorship) is essential for a healthy democracy.",,
30,DE,"Zensur ist die Unterdrückung von Rede, öffentlicher Kommunikation oder anderen Informationen. In einer Demokratie kontrolliert die Regierung nicht, was Bürger sagen oder worauf sie zugreifen können. Das deutsche Grundgesetz, insbesondere Artikel 5, schützt die Meinungsfreiheit und verbietet ausdrücklich die Zensur. Historisch gesehen war Zensur in Deutschland ein Unterdrückungsinstrument, insbesondere während des NS-Regimes. Daher ist Zensur mit demokratischen Werten unvereinbar.","Diese Frage prüft das Verständnis grundlegender demokratischer Prinzipien, insbesondere die Bedeutung der freien Presse und die Abwesenheit von Zensur in einer demokratischen Gesellschaft.","Denken Sie an ""Freie Presse, kein Stress"", um sich daran zu erinnern, dass eine freie Presse (ohne Zensur) für eine gesunde Demokratie unerlässlich ist.",,
30,TR,"Sansür, konuşmanın, kamu iletişiminin veya diğer bilgilerin bastırılmasıdır. Bir demokraside hükümet, vatandaşların ne söyleyebileceğini veya neye erişebileceğini kontrol etmez. Almanya'nın Temel Yasası (Grundgesetz), özellikle 5. Madde, ifade özgürlüğünü korur ve sansürü açıkça yasaklar. Tarihsel olarak, sansür Almanya'da, özellikle Nazi rejimi sırasında bir baskı aracıydı. Bu nedenle sansür, demokratik değerlerle bağdaşmaz.","Bu soru, temel demokratik ilkelerin, özellikle de özgür basının öneminin ve demokratik bir toplumda sansürün olmamasının anlaşılmasını test eder.","Sağlıklı bir demokrasi için sansürsüz özgür basının önemli olduğunu hatırlamak için ""Özgür Basın, Stres Yok"" diye düşünün.",,
30,UK,"Цензура – це придушення мови, публічного спілкування чи іншої інформації. В демократії уряд не контролює, що громадяни можуть говорити чи до чого мають доступ. Основний закон Німеччини (Grundgesetz), особливо стаття 5, захищає свободу слова та прямо забороняє цензуру. Історично цензура була знаряддям гноблення в Німеччині, особливо під час нацистського режиму. Отже, цензура несумісна з демократичними цінностями.","Це питання перевіряє розуміння фундаментальних демократичних принципів, зокрема важливості вільної преси та відсутності цензури в демократичному суспільстві.","Подумайте «Вільна преса, немає стресу», щоб пам'ятати, що вільна преса (без цензури) є важливою для здорової демократії.",,
30,AR,الرقابة هي قمع الكلام أو الاتصال العام أو غيرها من المعلومات. في الديمقراطية، لا تتحكم الحكومة فيما يمكن للمواطنين قوله أو الوصول إليه. يحمي القانون الأساسي الألماني (Grundgesetz)، وخاصة المادة 5، حرية التعبير ويحظر الرقابة صراحةً. تاريخياً، كانت الرقابة أداة قمع في ألمانيا، خاصة خلال النظام النازي. لذلك، فإن الرقابة لا تتوافق مع القيم الديمقراطية.,هذا السؤال يختبر فهم المبادئ الديمقراطية الأساسية، وتحديداً أهمية الصحافة الحرة وغياب الرقابة في مجتمع ديمقراطي.,"فكر في ""صحافة حرة، لا ضغط"" لتتذكر أن الصحافة الحرة (بدون رقابة) ضرورية لديمقراطية صحية.",,
31,EN,"In Germany, when political parties work together to form a government, it's called a coalition (Koalition). This happens because it's rare for one party to win an outright majority in the Bundestag (parliament).  Coalitions require compromise and negotiation between parties, often involving a coalition agreement that outlines shared policy goals. This is a key feature of Germany's parliamentary democracy, ensuring broader representation and shared responsibility in governing.","This question tests your understanding of how governments are formed in Germany, specifically the concept of coalition governments.  It highlights the importance of cooperation and compromise in a parliamentary democracy.",Think **COALITION = CO-OPERATION**.  Coalitions require parties to co-operate to form a government.,,
31,DE,"In Deutschland bezeichnet man die Zusammenarbeit von Parteien zur Bildung einer Regierung als Koalition. Da es selten vorkommt, dass eine Partei die absolute Mehrheit im Bundestag erlangt, schließen sich Parteien zu Koalitionen zusammen. Koalitionen erfordern Kompromisse und Verhandlungen zwischen den Parteien, die oft in einem Koalitionsvertrag festgehalten werden. Dies ist ein zentrales Merkmal der deutschen parlamentarischen Demokratie, das eine breitere Repräsentation und geteilte Regierungsverantwortung gewährleistet.","Diese Frage prüft Ihr Verständnis der Regierungsbildung in Deutschland, insbesondere das Konzept der Koalitionsregierungen. Sie unterstreicht die Bedeutung von Zusammenarbeit und Kompromissbereitschaft in einer parlamentarischen Demokratie.","Denken Sie an **KOALITION = KOOPERATION**. Koalitionen erfordern die Kooperation von Parteien, um eine Regierung zu bilden.",,
31,TR,"Almanya'da, siyasi partilerin hükümet kurmak için birlikte çalışmalarına koalisyon (Koalition) denir. Bu durum, bir partinin Bundestag'da (parlamento) çoğunluğu tek başına kazanmasının nadir olmasından kaynaklanır. Koalisyonlar, partiler arasında uzlaşma ve müzakere gerektirir ve genellikle ortak politika hedeflerini özetleyen bir koalisyon anlaşmasını içerir. Bu, Almanya'nın parlamenter demokrasisinin önemli bir özelliğidir ve daha geniş bir temsiliyeti ve yönetimde ortak sorumluluğu sağlar.","Bu soru, Almanya'da hükümetlerin nasıl kurulduğunu, özellikle de koalisyon hükümetleri kavramını anlamanızı test eder. Parlamenter demokraside işbirliği ve uzlaşmanın önemini vurgular.","**KOALİSYON = İŞBİRLİĞİ** olarak düşünün. Koalisyonlar, hükümet kurmak için partilerin işbirliği yapmasını gerektirir.",,
31,UK,"У Німеччині співпраця партій для формування уряду називається коаліцією (Koalition). Це відбувається тому, що рідко яка партія отримує абсолютну більшість у Бундестазі (парламенті). Коаліції вимагають компромісів та переговорів між партіями, що часто включає коаліційну угоду, яка визначає спільні політичні цілі. Це ключова особливість німецької парламентської демократії, що забезпечує ширше представництво та спільну відповідальність в управлінні.","Це питання перевіряє ваше розуміння того, як формуються уряди в Німеччині, зокрема концепцію коаліційних урядів.  Воно підкреслює важливість співпраці та компромісу в парламентській демократії.",Уявіть **КОАЛІЦІЯ = СПІВПРАЦЯ**. Коаліції вимагають від партій співпраці для формування уряду.,,
31,AR,في ألمانيا، عندما تعمل الأحزاب السياسية معًا لتشكيل حكومة، يُطلق على ذلك اسم ائتلاف (Koalition). يحدث هذا لأنه من النادر أن يفوز حزب واحد بأغلبية مطلقة في البوندستاغ (البرلمان). تتطلب الائتلافات حلولاً وسطًا ومفاوضات بين الأحزاب، وغالبًا ما تتضمن اتفاقية ائتلاف تحدد أهداف السياسة المشتركة. هذه سمة رئيسية للديمقراطية البرلمانية الألمانية، تضمن تمثيلًا أوسع ومسؤولية مشتركة في الحكم.,يختبر هذا السؤال فهمك لكيفية تشكيل الحكومات في ألمانيا، وتحديدًا مفهوم الحكومات الائتلافية. يسلط الضوء على أهمية التعاون والتسوية في الديمقراطية البرلمانية.,فكر في **الائتلاف = التعاون**. تتطلب الائتلافات من الأحزاب التعاون لتشكيل حكومة.,,
32,EN,"The correct answer is 'Presse' (Press).  In Germany, the press is not a branch of government, but rather part of the 'fourth estate'.  It plays a crucial role in holding the government accountable and informing the public, but it does not wield state power itself.  The German Basic Law (Grundgesetz) guarantees freedom of the press (Article 5), ensuring its independence from government control.  This separation is fundamental to democracy.","This question tests the understanding of the separation of powers in Germany and the role of the press.  It examines the principle of a free press as a check on government power, distinct from the state itself.","Think 'GRG' (Government, Rechtsprechung, Gesetzgebung) for the branches of government.  'Presse' (Press) is separate, like a watchdog observing GRG.",,
32,DE,"Die richtige Antwort ist 'Presse'. Die Presse gehört in Deutschland nicht zur Staatsgewalt, sondern wird als 'vierte Gewalt' bezeichnet. Sie spielt eine wichtige Rolle bei der Kontrolle der Regierung und der Information der Öffentlichkeit, übt aber selbst keine Staatsgewalt aus. Das Grundgesetz garantiert die Pressefreiheit (Artikel 5) und sichert ihre Unabhängigkeit von der Regierung. Diese Trennung ist grundlegend für die Demokratie.","Diese Frage prüft das Verständnis der Gewaltenteilung in Deutschland und die Rolle der Presse. Sie untersucht das Prinzip der freien Presse als Kontrolle der Staatsgewalt, getrennt vom Staat selbst.","Merke dir 'GRG' (Gesetzgebung, Regierung, Rechtsprechung) für die Staatsgewalten. Die 'Presse' steht separat, wie ein Wachhund, der GRG beobachtet.",,
32,TR,"Doğru cevap 'Presse' (Basın). Almanya'da basın, devlet gücünün bir kolu değil, 'dördüncü güç' olarak kabul edilir. Hükümeti denetlemek ve halkı bilgilendirmek konusunda önemli bir rol oynar, ancak kendisi devlet gücünü kullanmaz. Alman Anayasası (Grundgesetz), basın özgürlüğünü (Madde 5) garanti eder ve hükümet kontrolünden bağımsızlığını sağlar. Bu ayrım, demokrasinin temelidir.","Bu soru, Almanya'daki güçler ayrılığının ve basının rolünün anlaşılmasını test eder. Devletten ayrı olarak, hükümetin gücünü kontrol eden özgür basın ilkesini inceler.","Hükümetin kolları için 'GRY' (Gesetzgebung, Regierung, Rechtsprechung) düşünün. 'Presse' (Basın), GRY'yi izleyen bir bekçi köpeği gibi ayrıdır.",,
32,UK,"Правильна відповідь – ""Преса"". У Німеччині преса не є гілкою державної влади, а радше частиною ""четвертої влади"". Вона відіграє важливу роль у контролі за урядом та інформуванні громадськості, але сама не здійснює державної влади. Основний закон Німеччини (Grundgesetz) гарантує свободу преси (стаття 5), забезпечуючи її незалежність від урядового контролю. Це розмежування є фундаментальним для демократії.","Це питання перевіряє розуміння розподілу влади в Німеччині та ролі преси. Воно досліджує принцип вільної преси як контролю над державною владою, окремо від самої держави.","Запам'ятайте ""ЗРУ"" (Законодавство, Regierung, Rechtsprechung) для гілок влади. ""Преса"" є окремою, як сторожовий пес, який спостерігає за ЗРУ.",,
32,AR,"الإجابة الصحيحة هي ""الصحافة"".  في ألمانيا، لا تُعتبر الصحافة فرعًا من فروع السلطة الحكومية، بل جزءًا من ""السلطة الرابعة"".  تلعب دورًا حاسمًا في مساءلة الحكومة وإعلام الجمهور، لكنها لا تمارس سلطة الدولة نفسها. يكفل القانون الأساسي الألماني (Grundgesetz) حرية الصحافة (المادة 5)، مما يضمن استقلاليتها عن سيطرة الحكومة. هذا الفصل أساسي للديمقراطية.",يختبر هذا السؤال فهم فصل السلطات في ألمانيا ودور الصحافة. يبحث مبدأ حرية الصحافة كرقابة على سلطة الحكومة، وهو أمر منفصل عن الدولة نفسها.,"فكر في ""GRG"" (الحكومة، القضاء، التشريع) لأفرع الحكومة.  ""الصحافة"" منفصلة، مثل كلب حراسة يراقب GRG.",,
33,EN,"In Germany, the state and religious communities are separate. This separation, known as the principle of secularism or 'Trennung von Staat und Kirche,' is enshrined in Article 4 of the German Basic Law (Grundgesetz).  It guarantees freedom of religion and belief while ensuring the state remains neutral in religious matters.  This separation prevents the state from favoring any particular religion or imposing religious beliefs on its citizens.  It also allows religious communities to operate independently, free from state interference.  This principle is a cornerstone of German democracy and reflects the country's history of religious conflict.  It fosters tolerance and pluralism within society.","This question tests the principle of separation of church and state, a cornerstone of German democracy ensuring religious freedom and state neutrality in religious matters.",Think 'Separate Ways' - State and Religion go their Separate Ways in Germany.,,
33,DE,"In Deutschland sind Staat und Religionsgemeinschaften getrennt. Diese Trennung, bekannt als das Prinzip der Säkularität oder 'Trennung von Staat und Kirche', ist in Artikel 4 des Grundgesetzes verankert. Es garantiert die Religions- und Glaubensfreiheit und stellt gleichzeitig sicher, dass der Staat in religiösen Angelegenheiten neutral bleibt. Diese Trennung verhindert, dass der Staat eine bestimmte Religion bevorzugt oder seinen Bürgern religiöse Überzeugungen aufzwingt. Sie ermöglicht es auch den Religionsgemeinschaften, unabhängig und frei von staatlichen Eingriffen zu agieren. Dieses Prinzip ist ein Eckpfeiler der deutschen Demokratie und spiegelt die Geschichte religiöser Konflikte in Deutschland wider. Es fördert Toleranz und Pluralismus in der Gesellschaft.","Diese Frage prüft das Prinzip der Trennung von Kirche und Staat, ein Eckpfeiler der deutschen Demokratie, der Religionsfreiheit und staatliche Neutralität in religiösen Angelegenheiten gewährleistet.",Denken Sie an 'Getrennte Wege' - Staat und Religion gehen in Deutschland getrennte Wege.,,
33,TR,"Almanya'da devlet ve dini topluluklar birbirinden ayrıdır. 'Laiklik' veya 'Trennung von Staat und Kirche' ilkesi olarak bilinen bu ayrım, Alman Anayasası'nın (Grundgesetz) 4. Maddesinde yer almaktadır. Din ve inanç özgürlüğünü garanti ederken devletin dini konularda tarafsız kalmasını sağlar. Bu ayrım, devletin herhangi bir dini kayırmasını veya vatandaşlarına dini inançlar dayatmasını engeller. Ayrıca dini toplulukların devletin müdahalesi olmadan bağımsız olarak faaliyet göstermelerine olanak tanır. Bu ilke, Alman demokrasisinin temel taşlarından biridir ve ülkenin dini çatışma tarihini yansıtır. Toplumda hoşgörü ve çoğulculuğu teşvik eder.","Bu soru, Alman demokrasisinin temel taşı olan ve dini özgürlüğü ve devletin dini konularda tarafsızlığını sağlayan devlet ve kilise ayrılığı ilkesini test eder.",Ayrı Yollar'ı düşünün - Almanya'da Devlet ve Din Ayrı Yollara gider.,,
33,UK,"У Німеччині держава та релігійні громади розділені. Це розділення, відоме як принцип секуляризму або ""Trennung von Staat und Kirche"", закріплено у статті 4 Основного закону Німеччини (Grundgesetz). Він гарантує свободу релігії та віросповідання, водночас забезпечуючи нейтралітет держави у релігійних питаннях. Це розділення запобігає тому, щоб держава надавала перевагу якійсь певній релігії або нав'язувала релігійні переконання своїм громадянам. Це також дозволяє релігійним громадам діяти незалежно, без втручання держави. Цей принцип є наріжним каменем німецької демократії та відображає історію релігійних конфліктів у країні. Він сприяє толерантності та плюралізму в суспільстві.","Це питання перевіряє принцип розділення церкви та держави, який є наріжним каменем німецької демократії та гарантує свободу віросповідання та нейтралітет держави у релігійних питаннях.","Уявіть собі ""Окремі шляхи"" - держава та релігія йдуть окремими шляхами у Німеччині.",,
